siteid,sitename,datacreationdate,aqi,status,pm2.5,no,no2,o3,co,pm10,so2
13,Wanhua,2024-05-31 06:00,28,Good,10,1.4,6.4,6.4,0.27,21,0
12,Zhongshan,2024-05-31 06:00,26,Good,9,1.3,7.6,6.2,0.3,18,0.1
11,Shilin,2024-05-31 06:00,41,Good,12,1.9,9.7,5.1,0.31,20,0.6
10,Tamsui,2024-05-31 06:00,40,Good,14,2.6,16.9,,0.42,24,1.8
9,Linkou,2024-05-31 06:00,40,Good,17,10.9,24.4,8.4,0.43,29,0.8
8,Cailiao,2024-05-31 06:00,32,Good,12,3,11.7,3.9,0.43,20,0.6
7,Xinzhuang,2024-05-31 06:00,61,Moderate,26,2.2,15.7,4.4,0.47,41,1.5
6,Banqiao,2024-05-31 06:00,40,Good,12,4.3,17.1,4.2,0.48,24,0.5
5,Tucheng,2024-05-31 06:00,57,Moderate,20,22,12.8,3.1,0.55,33,0.3
4,Xindian,2024-05-31 06:00,36,Good,11,1.7,4.3,9.8,0.25,18,1.2
3,Wanli,2024-05-31 06:00,21,Good,6,1.5,5,6.3,0.29,18,0.3
2,Xizhi,2024-05-31 06:00,47,Good,13,15.1,10.5,2.5,0.43,21,0.6
1,Keelung,2024-05-31 06:00,27,Good,9,4.5,10.3,2.9,0.42,18,0.5
313,Pingtung（fangshan）,2024-05-31 05:00,21,Good,0,0.3,2.1,15.7,0.09,12,0
312,Taichung（Rilana Elementary）,2024-05-31 05:00,19,Good,3,1.3,10.5,7.5,0.03,9,0
311,New Taipei(Shulin),2024-05-31 05:00,53,Moderate,17,0.5,5.5,6,0.27,25,0.3
204,Pingtung（Liuqiu）,2024-05-31 05:00,23,Good,6,1.1,0.6,21.6,0.07,10,0.4
203,Tainan（Madou）,2024-05-31 05:00,17,Good,2,0.4,2.6,17.6,0.08,14,0.1
202,Kaohsiung（Hunei）,2024-05-31 05:00,17,Good,6,1.1,4.2,14.6,0.1,11,1.8
201,Changhua（Yuanlin）,2024-05-31 05:00,36,Good,12,1.4,5.8,10.9,0.15,25,1.6
85,Dacheng,2024-05-31 05:00,15,Good,2,0.9,1.7,19.3,0.05,11,1.2
84,FugueiCape,2024-05-31 05:00,32,Good,9,0.1,5.2,20.2,0.22,28,0.6
83,Mailiao,2024-05-31 05:00,17,Good,3,0.6,2.1,22,0.1,9,0.9
80,Guanshan,2024-05-31 05:00,24,Good,8,1.9,2.4,2.3,0.1,32,0.3
78,Magong,2024-05-31 05:00,25,Good,1,0.1,4.3,24.5,0.09,7,0.7
77,Kinmen,2024-05-31 05:00,84,Moderate,33,2,28.1,1.6,0.38,34,2.2
75,Matsu,2024-05-31 05:00,43,Good,19,1,5.8,29.9,0.24,25,0.6
72,Puli,2024-05-31 05:00,27,Good,6,1.5,2.3,5.1,0.16,27,0.8
71,Fuxing,2024-05-31 05:00,18,Good,2,1.1,5.2,15.4,0.16,9,3.9
70,Yonghe,2024-05-31 05:00,41,Good,15,1.7,5.3,6,0.25,13,0.7
69,Zhushan,2024-05-31 05:00,27,Good,10,1.2,4.1,2.8,0.1,34,0.7
68,Zhongli,2024-05-31 05:00,56,Moderate,17,8.2,15.3,5.3,0.62,29,1.2
67,Sanchong,2024-05-31 05:00,36,Good,9,3.4,9.9,4.6,0.32,17,0.3
66,Dongshan,2024-05-31 05:00,24,Good,8,2.3,6.2,2.5,0.4,19,0.3
65,Yilan,2024-05-31 05:00,16,Good,1,0.4,3.1,7.7,0.17,18,1.3
64,Yangming,2024-05-31 05:00,28,Good,4,0.7,1.4,27.4,0.13,9,0.7
63,Hualien,2024-05-31 05:00,19,Good,4,1.2,2.9,4.2,0.17,20,0.2
62,Taitung,2024-05-31 05:00,18,Good,5,1.4,1.8,7.3,0.09,24,0.6
61,Hengchun,2024-05-31 05:00,25,Good,6,0.6,0.5,26,0.07,14,0.2
60,Chaozhou,2024-05-31 05:00,17,Good,0,1.6,1.3,16.1,0.07,22,0.5
59,Pingtung,2024-05-31 05:00,18,Good,1,0.5,4.2,12.7,0.17,18,0.5
58,Xiaogang,2024-05-31 05:00,23,Good,7,0.7,10.5,10.5,0.14,10,3.3
57,Qianzhen,2024-05-31 05:00,17,Good,3,0.4,6.2,16,0.13,4,6.1
56,Qianjin,2024-05-31 05:00,17,Good,1,0.4,5.2,16.5,0.14,5,0.9
54,Zuoying,2024-05-31 05:00,20,Good,5,0.4,4.7,17.8,0.12,8,1.1
53,Nanzi,2024-05-31 05:00,20,Good,3,1.1,12.2,9.6,0.13,13,0.5
52,Linyuan,2024-05-31 05:00,21,Good,3,0,2.4,12.7,0.11,20,0.9
51,Daliao,2024-05-31 05:00,18,Good,6,0.6,8.4,7.2,0.12,18,0.3
50,Fengshan,2024-05-31 05:00,19,Good,1,0.1,4.3,13.9,0.14,7,0.6
49,Renwu,2024-05-31 05:00,21,Good,3,0.1,2.9,20.1,0.12,7,1
48,Qiaotou,2024-05-31 05:00,17,Good,0,0.7,4.1,16.5,0.09,15,0.3
47,Meinong,2024-05-31 05:00,16,Good,0,0.8,1,16.2,0.11,16,0
46,Tainan,2024-05-31 05:00,26,Good,9,1,4.4,20.1,0.08,19,0.5
45,Annan,2024-05-31 05:00,24,Good,7,0.6,3.4,19.9,0.11,15,0.1
44,Shanhua,2024-05-31 05:00,19,Good,4,0.7,1.5,20.9,0.06,10,0.8
43,Xinying,2024-05-31 05:00,19,Good,0,1,2.3,22.5,0.09,9,0.9
42,Chiayi,2024-05-31 05:00,18,Good,0,0.5,0.8,22.3,0.08,4,0.9
41,Taixi,2024-05-31 05:00,18,Good,0,0.5,2,20.9,0.1,6,1.1
40,Puzi,2024-05-31 05:00,16,Good,,1.2,3,18.4,0.09,7,1
39,Xingang,2024-05-31 05:00,20,Good,5,0.7,3.9,22.5,0.08,13,1.3
38,Lunbei,2024-05-31 05:00,20,Good,6,1.4,5.5,18.2,0.11,9,1.4
37,Douliu,2024-05-31 05:00,23,Good,4,0.7,3.8,9.4,0.11,23,0.7
36,Nantou,2024-05-31 05:00,28,Good,1,0.6,5.7,1.7,0.15,29,0.3
35,Erlin,2024-05-31 05:00,41,Good,10,0.3,5.3,12.6,0.12,26,1.1
34,Xianxi,2024-05-31 05:00,26,Good,4,2,5.9,12.5,0.13,25,0.4
33,Changhua,2024-05-31 05:00,18,Good,5,0.6,7.4,8,0.13,17,0.8
32,Xitun,2024-05-31 05:00,24,Good,7,1.5,8.7,4.7,0.17,24,0.8
31,Zhongming,2024-05-31 05:00,23,Good,5,0.7,3.9,10.2,0.18,22,1.5
30,Dali,2024-05-31 05:00,21,Good,6,0.2,4.8,7.3,0.16,18,0.8
29,Shalu,2024-05-31 05:00,22,Good,6,1.1,6.5,12.6,0.16,17,0.7
28,Fengyuan,2024-05-31 05:00,18,Good,3,1,4.4,12.8,0.14,17,0.8
27,Sanyi,2024-05-31 05:00,21,Good,5,1,0.8,17.4,0.1,16,0.6
26,Miaoli,2024-05-31 05:00,38,Good,10,2.5,9.1,2.9,0.16,18,0.8
25,Toufen,2024-05-31 05:00,34,Good,11,2,8.5,3,0.18,22,0.8
24,Hsinchu,2024-05-31 05:00,33,Good,13,1.2,10.8,3.1,0.26,23,0.7
23,Zhudong,2024-05-31 05:00,52,Moderate,18,0.8,4.9,6.5,0.23,22,1.2
22,Hukou,2024-05-31 05:00,50,Good,15,2.2,13,9.3,0.24,21,0.5
21,Longtan,2024-05-31 05:00,54,Moderate,11,2,10.7,4.1,0.26,22,0.4
20,Pingzhen,2024-05-31 05:00,53,Moderate,20,1.6,19.8,3.1,0.41,31,0.5
19,Guanyin,2024-05-31 05:00,44,Good,15,2,13.1,9.3,0.23,27,0.3
18,Dayuan,2024-05-31 05:00,52,Moderate,17,0.8,25.2,3.6,0.4,37,1.3
17,Taoyuan,2024-05-31 05:00,57,Moderate,22,6.1,20.9,0,0.5,30,3.3
16,Datong,2024-05-31 05:00,38,Good,10,5.4,8.4,5,0.47,13,1.1
15,Songshan,2024-05-31 05:00,41,Good,11,1.3,8.9,7,0.29,19,
14,Guting,2024-05-31 05:00,23,Good,7,1,4,5.9,0.21,19,2.1
13,Wanhua,2024-05-31 05:00,28,Good,6,1.1,5.8,7.2,0.24,17,0.1
12,Zhongshan,2024-05-31 05:00,26,Good,5,1,5.9,6.8,0.24,21,0.1
11,Shilin,2024-05-31 05:00,42,Good,11,0.5,10,5.4,0.3,19,0.6
10,Tamsui,2024-05-31 05:00,38,Good,11,1.2,17.7,3.8,0.44,22,1.6
9,Linkou,2024-05-31 05:00,36,Good,11,2.5,18.3,13,0.33,21,0.8
8,Cailiao,2024-05-31 05:00,32,Good,8,2,13.1,2.1,0.39,17,0.7
7,Xinzhuang,2024-05-31 05:00,55,Moderate,20,0.4,16.2,3.9,0.43,27,1.5
6,Banqiao,2024-05-31 05:00,41,Good,15,2.5,16.5,2.6,0.45,26,0.7
5,Tucheng,2024-05-31 05:00,56,Moderate,19,6.5,13.2,1.2,0.42,27,0
4,Xindian,2024-05-31 05:00,35,Good,9,1,3.2,7.3,0.21,18,1.2
3,Wanli,2024-05-31 05:00,22,Good,5,1.1,6.1,3.9,0.29,25,0.3
2,Xizhi,2024-05-31 05:00,46,Good,16,6.2,13.7,1.7,0.37,22,0.7
1,Keelung,2024-05-31 05:00,24,Good,7,2.5,10.9,1.5,0.38,24,0.4
313,Pingtung（fangshan）,2024-05-31 04:00,22,Good,0,0.2,1.8,17.5,0.08,13,0
312,Taichung（Rilana Elementary）,2024-05-31 04:00,20,Good,1,0.6,9.3,8.9,0.01,21,0
311,New Taipei(Shulin),2024-05-31 04:00,51,Moderate,15,0.7,6.5,5.5,0.28,28,0.4
204,Pingtung（Liuqiu）,2024-05-31 04:00,24,Good,7,1.1,0.6,24.4,0.07,5,0.5
203,Tainan（Madou）,2024-05-31 04:00,18,Good,5,0.5,3.2,19,0.08,16,0.8
202,Kaohsiung（Hunei）,2024-05-31 04:00,16,Good,4,1.5,6.2,14.1,0.2,7,2.6
201,Changhua（Yuanlin）,2024-05-31 04:00,36,Good,14,1.2,7.3,9.2,0.17,21,1.6
85,Dacheng,2024-05-31 04:00,15,Good,2,1.1,0.9,20.5,0.06,5,1.2
84,FugueiCape,2024-05-31 04:00,32,Good,15,0.1,6,18.1,0.22,56,0.6
83,Mailiao,2024-05-31 04:00,19,Good,3,0.4,2.2,21,0.1,6,1
80,Guanshan,2024-05-31 04:00,23,Good,5,1.4,1.9,3.7,0.1,25,0.3
78,Magong,2024-05-31 04:00,25,Good,1,0.1,3.6,25.1,0.08,10,0.5
77,Kinmen,2024-05-31 04:00,83,Moderate,32,1.6,26,3.7,0.39,36,2.7
75,Matsu,2024-05-31 04:00,40,Good,17,0.9,4.2,37.5,0.21,15,0.5
72,Puli,2024-05-31 04:00,30,Good,6,1.4,2.4,5.8,0.17,20,0.9
71,Fuxing,2024-05-31 04:00,18,Good,2,1,3.7,20.2,0.12,3,1.5
70,Yonghe,2024-05-31 04:00,41,Good,6,0.9,3.8,7.4,0.2,9,0.8
69,Zhushan,2024-05-31 04:00,26,Good,7,1.2,4,3.4,0.09,33,0.8
68,Zhongli,2024-05-31 04:00,54,Moderate,20,8.5,19.2,3.4,0.61,30,1.5
67,Sanchong,2024-05-31 04:00,39,Good,11,2.2,8.8,6.4,0.33,15,0.4
66,Dongshan,2024-05-31 04:00,25,Good,9,1.1,5.8,2.6,0.38,21,0.3
65,Yilan,2024-05-31 04:00,15,Good,0,0.5,2.7,7,0.17,18,1.4
64,Yangming,2024-05-31 04:00,28,Good,6,0.8,1.5,30,0.14,9,0.7
63,Hualien,2024-05-31 04:00,20,Good,4,0.8,1.3,6.8,0.15,15,0.1
62,Taitung,2024-05-31 04:00,18,Good,5,1,2.9,7,0.09,21,0.5
61,Hengchun,2024-05-31 04:00,25,Good,4,0.4,0.5,29.4,0.07,8,0.1
60,Chaozhou,2024-05-31 04:00,15,Good,2,1.6,1.3,15.5,0.07,18,0.6
59,Pingtung,2024-05-31 04:00,19,Good,2,0.5,3.8,15.5,0.15,19,0.6
58,Xiaogang,2024-05-31 04:00,31,Good,7,0.4,8.3,15.5,0.1,7,5.4
57,Qianzhen,2024-05-31 04:00,17,Good,0,0.2,4.5,21.1,0.09,6,2.2
56,Qianjin,2024-05-31 04:00,18,Good,1,0.3,4.3,19.9,0.12,2,1
54,Zuoying,2024-05-31 04:00,22,Good,4,0.5,4.4,19.8,0.11,1,0.7
53,Nanzi,2024-05-31 04:00,17,Good,3,0.6,6.1,18.5,0.09,12,0.6
52,Linyuan,2024-05-31 04:00,23,Good,4,0,2.2,14.4,0.1,10,0.7
51,Daliao,2024-05-31 04:00,19,Good,4,0.5,4.7,12.5,0.1,11,0.3
50,Fengshan,2024-05-31 04:00,20,Good,0,0.1,3.1,16.8,0.12,9,0.6
49,Renwu,2024-05-31 04:00,22,Good,3,0.2,2.5,22,0.11,4,1.1
48,Qiaotou,2024-05-31 04:00,18,Good,0,0.7,3.2,18,0.07,6,0.2
47,Meinong,2024-05-31 04:00,17,Good,0,0.7,0.8,19,0.1,11,0.1
46,Tainan,2024-05-31 04:00,25,Good,7,1,4.8,19.9,0.08,14,0.6
45,Annan,2024-05-31 04:00,24,Good,6,0.5,3.3,21.5,0.1,12,0.2
44,Shanhua,2024-05-31 04:00,21,Good,6,0.7,1.8,20.8,0.06,11,0.5
43,Xinying,2024-05-31 04:00,19,Good,0,0.9,2.3,20.9,0.09,8,0.6
42,Chiayi,2024-05-31 04:00,19,Good,1,0.7,0.9,25.3,0.07,6,1.1
41,Taixi,2024-05-31 04:00,19,Good,0,0.5,2.3,21.1,0.1,9,1.1
40,Puzi,2024-05-31 04:00,16,Good,,1.7,3.7,16.8,0.09,11,0.9
39,Xingang,2024-05-31 04:00,21,Good,5,0.5,3.3,21.2,0.08,11,1.2
38,Lunbei,2024-05-31 04:00,19,Good,5,1,3.6,18,0.11,8,1
37,Douliu,2024-05-31 04:00,23,Good,5,0.8,4.4,10.8,0.12,19,0.9
36,Nantou,2024-05-31 04:00,28,Good,3,0.4,4.3,3.4,0.14,33,0.3
35,Erlin,2024-05-31 04:00,42,Good,8,0.3,3.2,17.4,0.1,16,1.2
34,Xianxi,2024-05-31 04:00,27,Good,5,1.3,6.6,11.5,0.15,22,0.3
33,Changhua,2024-05-31 04:00,19,Good,3,0.8,7.1,9.2,0.14,17,0.5
32,Xitun,2024-05-31 04:00,26,Good,6,1.4,8.1,5.4,0.16,20,0.7
31,Zhongming,2024-05-31 04:00,25,Good,8,1,4.6,8.5,0.16,27,1.2
30,Dali,2024-05-31 04:00,24,Good,2,0,4.3,7.5,0.14,23,0.9
29,Shalu,2024-05-31 04:00,24,Good,5,1,7.1,12,0.18,20,0.6
28,Fengyuan,2024-05-31 04:00,18,Good,3,0.9,4.2,14.3,0.14,21,0.8
27,Sanyi,2024-05-31 04:00,23,Good,6,0.9,1,18.2,0.11,17,0.6
26,Miaoli,2024-05-31 04:00,40,Good,10,3.3,9.7,0.9,0.18,16,0.7
25,Toufen,2024-05-31 04:00,34,Good,9,1.3,6,6.1,0.19,27,0.7
24,Hsinchu,2024-05-31 04:00,32,Good,9,1.1,12,5.4,0.29,19,0.3
23,Zhudong,2024-05-31 04:00,53,Moderate,14,0.8,4.7,5.9,0.23,28,0.7
22,Hukou,2024-05-31 04:00,49,Good,13,1.9,10.4,15,0.25,20,0.6
21,Longtan,2024-05-31 04:00,57,Moderate,15,1.5,12.5,2.5,0.29,26,0.5
20,Pingzhen,2024-05-31 04:00,48,Good,21,1.5,22.7,3,0.44,34,0.9
19,Guanyin,2024-05-31 04:00,39,Good,17,1.9,11.2,14.5,0.22,27,0.4
18,Dayuan,2024-05-31 04:00,48,Good,15,0.5,12.6,12.1,0.31,31,1
17,Taoyuan,2024-05-31 04:00,53,Moderate,19,3.8,22.7,0,0.51,31,3.2
16,Datong,2024-05-31 04:00,39,Good,12,4.9,8.8,5.7,0.41,14,1
15,Songshan,2024-05-31 04:00,42,Good,9,1.4,10.9,6.5,0.3,18,
14,Guting,2024-05-31 04:00,24,Good,7,0.9,3.2,7.3,0.18,17,2.1
13,Wanhua,2024-05-31 04:00,30,Good,8,2,7.1,6.9,0.24,20,0
12,Zhongshan,2024-05-31 04:00,29,Good,5,0.9,7,6.8,0.26,17,0.1
11,Shilin,2024-05-31 04:00,41,Good,17,0.4,10.1,7.5,0.31,21,0.8
10,Tamsui,2024-05-31 04:00,37,Good,14,0.8,19.2,4.3,0.41,29,1.7
9,Linkou,2024-05-31 04:00,37,Good,12,1.8,22.8,8.8,0.44,21,1
8,Cailiao,2024-05-31 04:00,34,Good,8,0.9,13.1,3.9,0.35,17,0.7
7,Xinzhuang,2024-05-31 04:00,55,Moderate,20,0.7,16.1,6.2,0.41,23,1
6,Banqiao,2024-05-31 04:00,39,Good,12,1.1,16.6,2.3,0.42,29,0.6
5,Tucheng,2024-05-31 04:00,55,Moderate,20,2,13,3.1,0.38,25,0.1
4,Xindian,2024-05-31 04:00,37,Good,12,1,2.6,8.2,0.2,16,1.1
3,Wanli,2024-05-31 04:00,23,Good,6,0.9,6.9,5.3,0.31,22,0.3
2,Xizhi,2024-05-31 04:00,44,Good,15,13.1,15,0.6,0.44,24,0.7
1,Keelung,2024-05-31 04:00,24,Good,8,2.2,10.5,0.9,0.38,15,0.3
313,Pingtung（fangshan）,2024-05-31 03:00,23,Good,0,0.2,1.7,20.6,0.09,10,0
312,Taichung（Rilana Elementary）,2024-05-31 03:00,22,Good,3,0.4,7.3,11.2,0,16,0
311,New Taipei(Shulin),2024-05-31 03:00,51,Moderate,14,0.9,7.1,5.6,0.28,26,0.4
204,Pingtung（Liuqiu）,2024-05-31 03:00,24,Good,6,1.1,0.7,25.7,0.06,8,0.4
203,Tainan（Madou）,2024-05-31 03:00,17,Good,5,0.3,3.2,19.4,0.09,11,0.4
202,Kaohsiung（Hunei）,2024-05-31 03:00,18,Good,6,1,4.8,17.1,0.14,6,1.2
201,Changhua（Yuanlin）,2024-05-31 03:00,35,Good,8,1.5,8.4,8.7,0.21,27,1.5
85,Dacheng,2024-05-31 03:00,16,Good,4,0.7,4.1,20,0.07,8,1.2
84,FugueiCape,2024-05-31 03:00,27,Good,9,0.1,9.2,20.1,0.22,27,0.9
83,Mailiao,2024-05-31 03:00,21,Good,5,0.5,3.3,21.9,0.11,7,1.1
80,Guanshan,2024-05-31 03:00,23,Good,4,1.2,1.6,5.2,0.1,28,0.3
78,Magong,2024-05-31 03:00,26,Good,1,0.1,2.6,27.3,0.08,6,0.6
77,Kinmen,2024-05-31 03:00,81,Moderate,30,1.6,27.3,4,0.38,36,1.7
75,Matsu,2024-05-31 03:00,37,Good,11,1,5.4,40.1,0.19,16,0.7
72,Puli,2024-05-31 03:00,33,Good,10,1.5,2.1,7.9,0.18,22,0.8
71,Fuxing,2024-05-31 03:00,18,Good,1,1.3,4,21.1,0.11,4,4.2
70,Yonghe,2024-05-31 03:00,57,Moderate,9,1.5,4.6,7.1,0.22,12,0.7
69,Zhushan,2024-05-31 03:00,25,Good,6,1.3,4.7,3.6,0.1,31,0.7
68,Zhongli,2024-05-31 03:00,53,Moderate,20,6.4,23,4,0.74,42,2.2
67,Sanchong,2024-05-31 03:00,39,Good,12,4.3,15.1,4.1,0.45,27,0.6
66,Dongshan,2024-05-31 03:00,24,Good,6,1.2,4.8,4.7,0.39,27,0.2
65,Yilan,2024-05-31 03:00,17,Good,1,0.5,2.4,9,0.15,17,1.6
64,Yangming,2024-05-31 03:00,26,Good,7,0.7,2.3,30.5,0.15,13,0.6
63,Hualien,2024-05-31 03:00,20,Good,4,0.7,1.1,11.4,0.16,10,0.1
62,Taitung,2024-05-31 03:00,17,Good,3,1.3,2.8,13,0.09,17,0.6
61,Hengchun,2024-05-31 03:00,25,Good,4,0.3,0.6,30.1,0.07,12,0.1
60,Chaozhou,2024-05-31 03:00,16,Good,2,1.8,1.3,14.6,0.07,18,0.4
59,Pingtung,2024-05-31 03:00,20,Good,2,0.5,3,18,0.1,12,0.5
58,Xiaogang,2024-05-31 03:00,31,Good,6,0.4,6.8,20,0.11,9,1.4
57,Qianzhen,2024-05-31 03:00,17,Good,0,0.3,5.8,21.4,0.09,5,6.8
56,Qianjin,2024-05-31 03:00,18,Good,2,0.2,4.3,21.9,0.12,4,1.3
54,Zuoying,2024-05-31 03:00,26,Good,5,0.5,4.1,21.8,0.11,5,0.5
53,Nanzi,2024-05-31 03:00,18,Good,3,0.8,7.4,20.1,0.1,9,0.9
52,Linyuan,2024-05-31 03:00,26,Good,5,0,1.8,19,0.1,13,1
51,Daliao,2024-05-31 03:00,21,Good,4,0.3,3.1,16.9,0.09,7,0.4
50,Fengshan,2024-05-31 03:00,21,Good,0,0.1,1.5,22.6,0.1,4,0.5
49,Renwu,2024-05-31 03:00,23,Good,5,0.2,3.2,24,0.1,3,1.4
48,Qiaotou,2024-05-31 03:00,18,Good,0,0.8,3.5,18.7,0.07,7,0.3
47,Meinong,2024-05-31 03:00,17,Good,0,0.7,0.8,24.3,0.1,7,0.1
46,Tainan,2024-05-31 03:00,27,Good,6,1,5.3,20.6,0.12,15,1
45,Annan,2024-05-31 03:00,24,Good,6,0.5,5.7,21,0.14,17,0.8
44,Shanhua,2024-05-31 03:00,24,Good,3,0.5,2.1,20.5,0.06,7,0.3
43,Xinying,2024-05-31 03:00,19,Good,0,1,2.6,19.8,0.1,6,0.7
42,Chiayi,2024-05-31 03:00,19,Good,2,0.5,1.1,21.9,0.08,7,0.8
41,Taixi,2024-05-31 03:00,19,Good,3,0.5,3.8,20.6,0.11,12,1.1
40,Puzi,2024-05-31 03:00,17,Good,,1.2,4,18.7,0.1,12,1.1
39,Xingang,2024-05-31 03:00,22,Good,5,0.5,2.4,22.4,0.09,11,0.9
38,Lunbei,2024-05-31 03:00,20,Good,5,0,1.7,20.6,0.11,13,0.2
37,Douliu,2024-05-31 03:00,23,Good,5,2.4,7.9,7.5,0.14,27,1.2
36,Nantou,2024-05-31 03:00,28,Good,4,0.4,4.8,4.8,0.14,31,0.2
35,Erlin,2024-05-31 03:00,44,Good,13,0.2,7.3,11.7,0.14,25,1.3
34,Xianxi,2024-05-31 03:00,28,Good,8,2,9.1,4.3,0.21,20,0.3
33,Changhua,2024-05-31 03:00,23,Good,3,0.8,5.1,16.2,0.13,13,0.6
32,Xitun,2024-05-31 03:00,30,Good,8,1,6.5,6.8,0.17,25,0.7
31,Zhongming,2024-05-31 03:00,26,Good,9,0.9,6.5,6.2,0.22,19,1.4
30,Dali,2024-05-31 03:00,31,Good,3,0,4.6,8.8,0.14,12,0.9
29,Shalu,2024-05-31 03:00,26,Good,6,1,6.2,18,0.17,12,0.7
28,Fengyuan,2024-05-31 03:00,19,Good,2,0.9,3.6,19.6,0.14,14,0.7
27,Sanyi,2024-05-31 03:00,24,Good,4,0.9,1.5,20.1,0.12,12,0.7
26,Miaoli,2024-05-31 03:00,44,Good,10,4.5,11,0.2,0.21,20,0.7
25,Toufen,2024-05-31 03:00,36,Good,9,1.2,4.5,6.7,0.2,26,0.9
24,Hsinchu,2024-05-31 03:00,35,Good,9,0.9,9.4,17.4,0.27,25,0.5
23,Zhudong,2024-05-31 03:00,54,Moderate,16,0.7,4.6,8.1,0.24,22,0.8
22,Hukou,2024-05-31 03:00,51,Moderate,17,2.1,10.6,17.4,0.27,26,0.4
21,Longtan,2024-05-31 03:00,59,Moderate,18,4.3,15.8,4.8,0.32,27,0.2
20,Pingzhen,2024-05-31 03:00,44,Good,15,1.3,23.7,4,0.41,34,1.1
19,Guanyin,2024-05-31 03:00,35,Good,19,1.5,8.6,19.3,0.22,25,0.4
18,Dayuan,2024-05-31 03:00,49,Good,16,0.1,9.8,17.8,0.3,32,1.4
17,Taoyuan,2024-05-31 03:00,49,Good,22,1.1,20,8,0.44,31,2
