pm10,o3,co,no2,no,so2,siteid,sitename,datacreationdate,aqi,status,pm2.5
23.0,16.8,0.41,24.7,1.5,5.9,311,New Taipei(Shulin),2024-05-30 18:00,49,Good,19.0
10.0,30.2,0.1,1.7,1.2,0.7,204,Pingtung（Liuqiu）,2024-05-30 18:00,27,Good,7.0
22.0,32.4,0.19,7.1,1.9,0.0,203,Tainan（Madou）,2024-05-30 18:00,32,Good,8.0
16.0,24.2,0.26,7.6,2.9,1.2,202,Kaohsiung（Hunei）,2024-05-30 18:00,26,Good,6.0
22.0,25.8,0.39,10.7,5.8,1.8,201,Changhua（Yuanlin）,2024-05-30 18:00,52,Moderate,10.0
18.0,43.0,0.09,3.8,0.5,1.0,85,Dacheng,2024-05-30 18:00,64,Moderate,4.0
39.0,42.9,0.14,2.9,0.2,0.2,84,FugueiCape,2024-05-30 18:00,44,Good,12.0
11.0,28.5,0.15,3.7,1.1,1.2,83,Mailiao,2024-05-30 18:00,49,Good,8.0
4.0,,0.15,2.7,0.4,0.4,80,Guanshan,2024-05-30 18:00,30,Good,5.0
7.0,31.6,0.23,4.9,1.9,1.1,78,Magong,2024-05-30 18:00,42,Good,8.0
37.0,46.7,0.35,13.8,0.5,1.7,77,Kinmen,2024-05-30 18:00,72,Moderate,29.0
24.0,50.5,0.18,1.8,0.5,0.9,75,Matsu,2024-05-30 18:00,47,Good,12.0
20.0,38.6,0.25,4.9,1.5,1.0,72,Puli,2024-05-30 18:00,50,Good,16.0
15.0,22.1,0.33,13.7,3.1,1.8,71,Fuxing,2024-05-30 18:00,23,Good,3.0
11.0,18.8,0.89,26.1,7.4,0.7,70,Yonghe,2024-05-30 18:00,43,Good,10.0
10.0,31.8,0.16,5.5,0.8,1.2,69,Zhushan,2024-05-30 18:00,53,Moderate,8.0
27.0,12.8,1.14,36.5,27.7,1.7,68,Zhongli,2024-05-30 18:00,55,Moderate,11.0
22.0,11.6,1.21,38.5,50.4,0.8,67,Sanchong,2024-05-30 18:00,56,Moderate,12.0
23.0,35.0,0.26,8.1,2.3,0.5,66,Dongshan,2024-05-30 18:00,39,Good,7.0
22.0,41.2,0.23,3.4,0.5,0.9,65,Yilan,2024-05-30 18:00,44,Good,6.0
10.0,30.2,0.15,1.3,0.7,0.9,64,Yangming,2024-05-30 18:00,29,Good,6.0
42.0,27.6,0.27,6.0,1.2,0.6,63,Hualien,2024-05-30 18:00,33,Good,11.0
7.0,25.3,0.34,6.4,2.9,0.2,62,Taitung,2024-05-30 18:00,31,Good,0.0
20.0,34.7,0.1,1.2,0.7,0.6,61,Hengchun,2024-05-30 18:00,31,Good,3.0
12.0,30.2,0.09,2.3,0.2,0.9,60,Chaozhou,2024-05-30 18:00,29,Good,4.0
17.0,27.0,0.25,6.4,1.1,0.6,59,Pingtung,2024-05-30 18:00,28,Good,3.0
19.0,24.1,0.44,10.8,2.2,5.4,58,Xiaogang,2024-05-30 18:00,31,Good,7.0
21.0,20.2,0.51,16.8,6.5,1.6,57,Qianzhen,2024-05-30 18:00,27,Good,2.0
17.0,25.1,0.13,8.7,1.2,1.6,56,Qianjin,2024-05-30 18:00,23,Good,1.0
14.0,25.6,0.23,10.1,1.4,1.5,54,Zuoying,2024-05-30 18:00,32,Good,7.0
22.0,26.4,0.24,11.3,1.4,0.5,53,Nanzi,2024-05-30 18:00,24,Good,7.0
20.0,34.1,0.11,0.7,0.9,0.8,52,Linyuan,2024-05-30 18:00,31,Good,3.0
17.0,29.0,0.12,3.9,0.9,0.3,51,Daliao,2024-05-30 18:00,27,Good,5.0
25.0,25.5,0.43,9.8,1.7,1.6,50,Fengshan,2024-05-30 18:00,26,Good,7.0
11.0,30.7,0.24,6.5,1.2,0.0,49,Renwu,2024-05-30 18:00,29,Good,4.0
14.0,24.2,0.35,9.8,1.0,1.5,48,Qiaotou,2024-05-30 18:00,26,Good,4.0
15.0,33.0,0.11,2.1,1.2,0.7,47,Meinong,2024-05-30 18:00,33,Good,2.0
21.0,31.6,0.28,9.2,1.1,1.5,46,Tainan,2024-05-30 18:00,36,Good,13.0
26.0,29.3,0.29,12.7,3.3,0.8,45,Annan,2024-05-30 18:00,37,Good,13.0
18.0,33.4,0.11,3.8,1.3,0.8,44,Shanhua,2024-05-30 18:00,35,Good,7.0
17.0,38.7,0.25,6.5,0.9,0.3,43,Xinying,2024-05-30 18:00,42,Good,5.0
15.0,36.6,0.18,4.4,1.2,1.4,42,Chiayi,2024-05-30 18:00,45,Good,4.0
17.0,31.5,0.11,1.9,1.3,1.4,41,Taixi,2024-05-30 18:00,50,Good,3.0
17.0,31.4,0.24,7.3,3.1,1.1,40,Puzi,2024-05-30 18:00,37,Good,
14.0,38.5,0.14,4.4,1.9,0.8,39,Xingang,2024-05-30 18:00,45,Good,8.0
9.0,32.6,0.16,4.3,1.6,1.1,38,Lunbei,2024-05-30 18:00,43,Good,5.0
10.0,30.7,0.21,4.2,1.8,1.6,37,Douliu,2024-05-30 18:00,46,Good,4.0
14.0,27.3,0.18,6.0,1.6,0.5,36,Nantou,2024-05-30 18:00,50,Good,6.0
17.0,43.7,0.14,3.5,1.8,0.9,35,Erlin,2024-05-30 18:00,61,Moderate,11.0
20.0,43.7,0.18,5.6,1.6,1.3,34,Xianxi,2024-05-30 18:00,54,Moderate,7.0
30.0,42.5,0.21,7.9,1.8,0.5,33,Changhua,2024-05-30 18:00,77,Moderate,10.0
28.0,42.9,0.18,5.8,0.9,1.2,32,Xitun,2024-05-30 18:00,71,Moderate,8.0
23.0,35.8,0.28,9.7,1.3,1.3,31,Zhongming,2024-05-30 18:00,43,Good,8.0
21.0,35.2,0.35,11.6,1.1,1.8,30,Dali,2024-05-30 18:00,71,Moderate,16.0
34.0,44.3,0.27,8.8,0.5,1.5,29,Shalu,2024-05-30 18:00,67,Moderate,10.0
24.0,43.4,0.27,9.0,2.5,0.9,28,Fengyuan,2024-05-30 18:00,80,Moderate,9.0
36.0,46.7,0.25,4.0,1.3,1.4,27,Sanyi,2024-05-30 18:00,58,Moderate,19.0
23.0,46.2,0.22,6.6,1.3,2.0,26,Miaoli,2024-05-30 18:00,74,Moderate,11.0
22.0,43.5,0.28,6.0,1.5,1.5,25,Toufen,2024-05-30 18:00,58,Moderate,8.0
15.0,45.2,0.31,8.7,0.9,1.7,24,Hsinchu,2024-05-30 18:00,51,Moderate,10.0
24.0,37.2,0.29,10.0,0.6,0.4,23,Zhudong,2024-05-30 18:00,64,Moderate,15.0
24.0,36.3,0.21,5.4,0.6,6.1,22,Hukou,2024-05-30 18:00,52,Moderate,17.0
31.0,30.2,0.39,20.9,0.7,1.7,21,Longtan,2024-05-30 18:00,46,Good,14.0
25.0,29.4,0.36,18.3,0.8,0.8,20,Pingzhen,2024-05-30 18:00,39,Good,13.0
15.0,36.0,0.25,8.0,0.4,3.0,19,Guanyin,2024-05-30 18:00,40,Good,10.0
20.0,31.0,0.29,17.1,1.9,1.5,18,Dayuan,2024-05-30 18:00,38,Good,10.0
25.0,21.5,0.49,25.7,2.0,3.9,17,Taoyuan,2024-05-30 18:00,42,Good,14.0
17.0,18.8,1.33,24.9,15.5,1.2,16,Datong,2024-05-30 18:00,40,Good,12.0
13.0,26.4,0.35,15.8,2.3,0.8,15,Songshan,2024-05-30 18:00,35,Good,11.0
16.0,28.5,0.48,16.9,1.2,,14,Guting,2024-05-30 18:00,38,Good,9.0
18.0,23.5,0.63,27.7,2.1,0.7,13,Wanhua,2024-05-30 18:00,45,Good,10.0
16.0,20.9,0.59,23.7,6.8,1.3,12,Zhongshan,2024-05-30 18:00,38,Good,8.0
14.0,28.3,0.27,14.3,1.5,0.2,11,Shilin,2024-05-30 18:00,36,Good,8.0
34.0,24.5,0.19,22.8,2.8,2.3,10,Tamsui,2024-05-30 18:00,37,Good,9.0
7.0,39.9,0.15,3.0,0.9,1.0,9,Linkou,2024-05-30 18:00,41,Good,2.0
12.0,30.8,0.37,14.3,1.0,1.1,8,Cailiao,2024-05-30 18:00,39,Good,10.0
20.0,27.6,0.36,16.2,1.8,0.5,7,Xinzhuang,2024-05-30 18:00,42,Good,8.0
24.0,27.2,0.52,23.0,1.7,1.0,6,Banqiao,2024-05-30 18:00,43,Good,11.0
34.0,29.1,0.52,24.5,1.2,1.4,5,Tucheng,2024-05-30 18:00,51,Moderate,21.0
14.0,30.5,0.43,12.8,1.8,0.7,4,Xindian,2024-05-30 18:00,44,Good,11.0
40.0,36.4,0.25,8.9,1.1,0.5,3,Wanli,2024-05-30 18:00,45,Good,7.0
23.0,14.4,0.43,29.0,3.9,5.3,2,Xizhi,2024-05-30 18:00,48,Good,11.0
12.0,15.3,0.4,13.0,2.3,1.4,1,Keelung,2024-05-30 18:00,28,Good,6.0
8.0,37.6,0.09,1.1,0.0,0.0,313,Pingtung（fangshan）,2024-05-30 17:00,33,Good,0.0
32.0,50.0,0.09,4.1,0.4,1.0,312,Taichung（Rilana Elementary）,2024-05-30 17:00,50,Good,8.0
25.0,21.3,0.35,26.5,2.3,3.8,311,New Taipei(Shulin),2024-05-30 17:00,46,Good,17.0
17.0,30.5,0.08,1.3,1.3,0.7,204,Pingtung（Liuqiu）,2024-05-30 17:00,27,Good,5.0
17.0,32.7,0.16,5.5,1.7,0.0,203,Tainan（Madou）,2024-05-30 17:00,32,Good,7.0
20.0,27.8,0.19,4.8,2.3,0.7,202,Kaohsiung（Hunei）,2024-05-30 17:00,25,Good,7.0
22.0,31.1,0.28,7.5,2.2,1.8,201,Changhua（Yuanlin）,2024-05-30 17:00,57,Moderate,12.0
9.0,48.8,0.1,2.7,0.3,0.7,85,Dacheng,2024-05-30 17:00,67,Moderate,6.0
39.0,46.6,0.14,1.4,0.1,0.3,84,FugueiCape,2024-05-30 17:00,44,Good,8.0
16.0,38.9,0.21,7.1,1.2,1.2,83,Mailiao,2024-05-30 17:00,54,Moderate,11.0
5.0,,0.12,2.7,0.6,0.2,80,Guanshan,2024-05-30 17:00,30,Good,1.0
7.0,34.7,0.18,4.3,2.1,1.1,78,Magong,2024-05-30 17:00,44,Good,5.0
37.0,52.7,0.33,12.3,0.9,1.8,77,Kinmen,2024-05-30 17:00,68,Moderate,33.0
35.0,55.0,0.23,5.7,1.4,0.9,75,Matsu,2024-05-30 17:00,45,Good,14.0
11.0,48.3,0.29,6.3,1.6,0.9,72,Puli,2024-05-30 17:00,49,Good,12.0
12.0,26.4,0.25,9.4,3.5,3.1,71,Fuxing,2024-05-30 17:00,23,Good,4.0
11.0,34.6,0.48,18.3,2.4,0.8,70,Yonghe,2024-05-30 17:00,36,Good,11.0
19.0,34.9,0.29,9.2,1.1,1.1,69,Zhushan,2024-05-30 17:00,58,Moderate,16.0
34.0,15.2,0.89,36.8,36.2,1.6,68,Zhongli,2024-05-30 17:00,55,Moderate,13.0
26.0,16.2,0.7,36.6,30.2,1.1,67,Sanchong,2024-05-30 17:00,55,Moderate,11.0
19.0,39.8,0.24,6.4,1.5,0.6,66,Dongshan,2024-05-30 17:00,38,Good,6.0
18.0,43.6,0.23,3.3,0.6,1.0,65,Yilan,2024-05-30 17:00,44,Good,5.0
10.0,29.1,0.17,1.6,0.6,1.9,64,Yangming,2024-05-30 17:00,28,Good,4.0
15.0,32.0,0.26,4.7,1.2,0.3,63,Hualien,2024-05-30 17:00,32,Good,7.0
9.0,26.0,0.26,4.7,2.8,0.2,62,Taitung,2024-05-30 17:00,32,Good,0.0
17.0,35.6,0.1,0.8,0.6,0.6,61,Hengchun,2024-05-30 17:00,31,Good,3.0
9.0,32.0,0.08,1.7,0.3,0.9,60,Chaozhou,2024-05-30 17:00,29,Good,3.0
11.0,30.4,0.19,4.8,1.2,0.6,59,Pingtung,2024-05-30 17:00,30,Good,3.0
16.0,25.1,0.54,10.4,3.4,3.5,58,Xiaogang,2024-05-30 17:00,32,Good,9.0
14.0,24.8,0.33,13.6,5.8,3.1,57,Qianzhen,2024-05-30 17:00,22,Good,4.0
17.0,26.4,0.14,9.7,2.4,2.4,56,Qianjin,2024-05-30 17:00,23,Good,4.0
18.0,28.4,0.24,9.3,1.7,2.0,54,Zuoying,2024-05-30 17:00,34,Good,9.0
23.0,29.6,0.17,9.4,2.4,0.4,53,Nanzi,2024-05-30 17:00,26,Good,3.0
16.0,34.2,0.1,0.2,0.9,0.7,52,Linyuan,2024-05-30 17:00,31,Good,1.0
11.0,30.6,0.11,3.2,0.8,0.3,51,Daliao,2024-05-30 17:00,28,Good,6.0
27.0,29.2,0.3,5.8,1.9,2.2,50,Fengshan,2024-05-30 17:00,27,Good,8.0
14.0,33.9,0.16,3.9,1.1,,49,Renwu,2024-05-30 17:00,30,Good,3.0
14.0,26.8,0.22,7.2,1.2,1.7,48,Qiaotou,2024-05-30 17:00,27,Good,
8.0,35.0,0.11,1.5,1.3,0.9,47,Meinong,2024-05-30 17:00,33,Good,3.0
15.0,32.7,0.17,5.5,1.1,0.7,46,Tainan,2024-05-30 17:00,38,Good,9.0
17.0,31.1,0.19,6.3,3.0,0.6,45,Annan,2024-05-30 17:00,38,Good,10.0
20.0,37.6,0.13,5.2,1.8,0.6,44,Shanhua,2024-05-30 17:00,36,Good,10.0
14.0,33.4,0.18,5.1,1.2,0.0,43,Xinying,2024-05-30 17:00,42,Good,4.0
13.0,30.8,0.15,4.0,1.3,1.4,42,Chiayi,2024-05-30 17:00,47,Good,4.0
15.0,32.2,0.13,3.1,1.4,1.5,41,Taixi,2024-05-30 17:00,54,Moderate,6.0
15.0,32.8,0.22,6.9,3.1,1.0,40,Puzi,2024-05-30 17:00,39,Good,
15.0,37.0,0.16,5.5,2.5,1.1,39,Xingang,2024-05-30 17:00,47,Good,5.0
17.0,32.2,0.15,3.1,1.7,0.9,38,Lunbei,2024-05-30 17:00,44,Good,6.0
6.0,29.3,0.18,3.7,1.6,1.5,37,Douliu,2024-05-30 17:00,49,Good,4.0
21.0,37.0,0.23,8.7,1.6,0.5,36,Nantou,2024-05-30 17:00,61,Moderate,9.0
21.0,47.0,0.16,3.5,1.7,1.3,35,Erlin,2024-05-30 17:00,67,Moderate,16.0
35.0,47.4,0.16,3.7,1.9,1.3,34,Xianxi,2024-05-30 17:00,54,Moderate,8.0
35.0,49.7,0.17,6.6,1.8,0.9,33,Changhua,2024-05-30 17:00,80,Moderate,10.0
42.0,51.0,0.17,6.7,1.1,1.8,32,Xitun,2024-05-30 17:00,77,Moderate,11.0
32.0,43.8,0.29,11.4,1.5,1.9,31,Zhongming,2024-05-30 17:00,46,Good,14.0
27.0,50.6,0.31,11.6,1.0,1.7,30,Dali,2024-05-30 17:00,84,Moderate,16.0
40.0,50.2,0.23,8.3,0.6,2.3,29,Shalu,2024-05-30 17:00,71,Moderate,13.0
32.0,51.7,0.35,9.5,1.2,1.9,28,Fengyuan,2024-05-30 17:00,84,Moderate,17.0
33.0,52.0,0.24,4.1,1.3,1.6,27,Sanyi,2024-05-30 17:00,58,Moderate,14.0
21.0,57.2,0.21,4.1,0.9,1.7,26,Miaoli,2024-05-30 17:00,74,Moderate,13.0
30.0,44.1,0.23,4.7,1.6,1.4,25,Toufen,2024-05-30 17:00,58,Moderate,8.0
19.0,48.2,0.28,8.2,1.2,1.2,24,Hsinchu,2024-05-30 17:00,49,Good,11.0
30.0,43.6,0.25,10.1,0.6,0.4,23,Zhudong,2024-05-30 17:00,64,Moderate,16.0
19.0,43.1,0.2,3.6,0.6,0.8,22,Hukou,2024-05-30 17:00,51,Moderate,13.0
27.0,39.5,0.34,16.2,0.8,1.5,21,Longtan,2024-05-30 17:00,44,Good,13.0
27.0,33.3,0.32,16.0,1.0,0.5,20,Pingzhen,2024-05-30 17:00,39,Good,12.0
18.0,39.4,0.18,5.5,0.7,0.4,19,Guanyin,2024-05-30 17:00,42,Good,6.0
15.0,38.8,0.24,8.7,1.8,1.4,18,Dayuan,2024-05-30 17:00,38,Good,5.0
25.0,32.0,0.32,17.4,1.7,3.5,17,Taoyuan,2024-05-30 17:00,44,Good,12.0
19.0,14.6,1.49,37.8,42.3,1.1,16,Datong,2024-05-30 17:00,55,Moderate,11.0
21.0,27.6,0.35,22.1,2.8,2.1,15,Songshan,2024-05-30 17:00,37,Good,14.0
16.0,43.5,0.34,13.7,1.7,,14,Guting,2024-05-30 17:00,37,Good,8.0
26.0,45.7,0.47,23.1,1.5,1.1,13,Wanhua,2024-05-30 17:00,39,Good,14.0
15.0,32.7,0.3,13.4,1.7,1.3,12,Zhongshan,2024-05-30 17:00,33,Good,9.0
13.0,33.2,0.21,13.3,1.9,0.5,11,Shilin,2024-05-30 17:00,36,Good,5.0
22.0,35.1,0.18,11.4,1.6,1.6,10,Tamsui,2024-05-30 17:00,37,Good,11.0
9.0,39.2,0.16,4.2,0.9,1.1,9,Linkou,2024-05-30 17:00,39,Good,5.0
21.0,38.1,0.4,18.3,1.4,1.3,8,Cailiao,2024-05-30 17:00,38,Good,10.0
17.0,34.0,0.27,14.4,1.2,0.7,7,Xinzhuang,2024-05-30 17:00,42,Good,7.0
23.0,51.9,0.46,18.2,1.5,1.1,6,Banqiao,2024-05-30 17:00,44,Good,9.0
16.0,58.7,0.36,12.1,1.0,1.0,5,Tucheng,2024-05-30 17:00,51,Moderate,12.0
19.0,39.3,0.37,12.1,2.2,0.9,4,Xindian,2024-05-30 17:00,44,Good,14.0
28.0,41.8,0.2,5.5,1.5,0.6,3,Wanli,2024-05-30 17:00,44,Good,10.0
27.0,22.6,0.34,22.8,3.4,2.9,2,Xizhi,2024-05-30 17:00,37,Good,9.0
15.0,21.4,0.29,14.6,3.6,2.2,1,Keelung,2024-05-30 17:00,29,Good,5.0
5.0,35.3,0.09,2.0,0.3,0.0,313,Pingtung（fangshan）,2024-05-30 16:00,32,Good,0.0
40.0,51.1,0.08,3.5,0.7,0.7,312,Taichung（Rilana Elementary）,2024-05-30 16:00,49,Good,13.0
24.0,32.5,0.32,16.4,1.3,2.9,311,New Taipei(Shulin),2024-05-30 16:00,43,Good,15.0
14.0,29.7,0.07,1.2,1.2,0.7,204,Pingtung（Liuqiu）,2024-05-30 16:00,27,Good,7.0
13.0,32.0,0.13,5.3,2.2,0.2,203,Tainan（Madou）,2024-05-30 16:00,31,Good,5.0
15.0,27.7,0.13,3.2,2.3,0.4,202,Kaohsiung（Hunei）,2024-05-30 16:00,25,Good,9.0
30.0,44.1,0.28,7.9,1.1,2.1,201,Changhua（Yuanlin）,2024-05-30 16:00,59,Moderate,16.0
30.0,59.9,0.12,2.5,0.3,0.9,85,Dacheng,2024-05-30 16:00,61,Moderate,10.0
35.0,48.5,0.13,1.3,0.3,0.5,84,FugueiCape,2024-05-30 16:00,44,Good,8.0
23.0,47.4,0.15,4.2,0.2,1.3,83,Mailiao,2024-05-30 16:00,54,Moderate,9.0
9.0,24.7,0.14,3.2,0.6,0.3,80,Guanshan,2024-05-30 16:00,28,Good,2.0
4.0,34.0,0.14,5.4,2.7,1.4,78,Magong,2024-05-30 16:00,44,Good,1.0
36.0,53.6,0.29,12.6,1.2,2.2,77,Kinmen,2024-05-30 16:00,64,Moderate,26.0
27.0,47.6,0.22,8.5,7.0,0.8,75,Matsu,2024-05-30 16:00,44,Good,15.0
24.0,55.3,0.26,4.2,1.6,1.1,72,Puli,2024-05-30 16:00,50,Good,24.0
11.0,28.8,0.31,8.4,3.6,2.9,71,Fuxing,2024-05-30 16:00,23,Good,4.0
,44.4,0.47,16.4,2.3,,70,Yonghe,2024-05-30 16:00,35,Good,8.0
16.0,38.4,0.18,6.8,0.7,1.0,69,Zhushan,2024-05-30 16:00,63,Moderate,15.0
33.0,15.6,0.6,34.2,31.4,1.5,68,Zhongli,2024-05-30 16:00,53,Moderate,17.0
21.0,13.5,0.86,38.5,53.9,1.4,67,Sanchong,2024-05-30 16:00,56,Moderate,10.0
22.0,43.0,0.23,5.6,2.1,0.5,66,Dongshan,2024-05-30 16:00,36,Good,7.0
24.0,45.7,0.21,3.2,0.6,1.1,65,Yilan,2024-05-30 16:00,44,Good,6.0
9.0,29.7,0.15,0.9,0.6,1.1,64,Yangming,2024-05-30 16:00,28,Good,4.0
4.0,38.2,0.18,1.1,0.4,0.1,63,Hualien,2024-05-30 16:00,31,Good,5.0
7.0,31.0,0.17,2.7,2.4,0.2,62,Taitung,2024-05-30 16:00,34,Good,2.0
9.0,32.4,0.1,0.7,0.6,0.6,61,Hengchun,2024-05-30 16:00,32,Good,2.0
12.0,32.2,0.07,1.1,0.1,0.9,60,Chaozhou,2024-05-30 16:00,29,Good,0.0
12.0,33.2,0.16,4.3,1.3,0.7,59,Pingtung,2024-05-30 16:00,29,Good,2.0
25.0,25.0,0.56,11.6,4.0,6.0,58,Xiaogang,2024-05-30 16:00,32,Good,13.0
16.0,28.3,0.31,10.0,5.4,2.5,57,Qianzhen,2024-05-30 16:00,21,Good,5.0
20.0,30.0,0.14,7.6,2.1,1.8,56,Qianjin,2024-05-30 16:00,23,Good,4.0
17.0,31.1,0.21,8.7,2.2,1.7,54,Zuoying,2024-05-30 16:00,36,Good,9.0
21.0,31.6,0.21,10.6,2.9,1.4,53,Nanzi,2024-05-30 16:00,27,Good,5.0
7.0,35.4,0.1,0.4,0.8,0.8,52,Linyuan,2024-05-30 16:00,31,Good,4.0
17.0,32.1,0.16,2.7,1.0,0.3,51,Daliao,2024-05-30 16:00,28,Good,4.0
18.0,30.8,0.28,6.3,2.3,2.0,50,Fengshan,2024-05-30 16:00,27,Good,3.0
15.0,34.8,0.18,6.4,2.3,0.1,49,Renwu,2024-05-30 16:00,30,Good,4.0
,33.2,0.15,5.8,1.5,0.6,48,Qiaotou,2024-05-30 16:00,27,Good,7.0
15.0,35.6,0.12,2.4,1.5,0.9,47,Meinong,2024-05-30 16:00,32,Good,4.0
17.0,33.3,0.13,4.2,1.1,0.8,46,Tainan,2024-05-30 16:00,40,Good,8.0
18.0,29.7,0.17,7.2,4.1,1.1,45,Annan,2024-05-30 16:00,38,Good,10.0
20.0,31.5,0.1,3.7,2.0,0.4,44,Shanhua,2024-05-30 16:00,35,Good,12.0
14.0,29.1,0.17,4.8,1.0,0.3,43,Xinying,2024-05-30 16:00,42,Good,2.0
8.0,30.3,0.13,3.6,1.3,1.3,42,Chiayi,2024-05-30 16:00,49,Good,0.0
58.0,50.6,0.14,3.7,1.4,1.6,41,Taixi,2024-05-30 16:00,58,Moderate,11.0
15.0,26.1,0.22,6.3,3.2,0.9,40,Puzi,2024-05-30 16:00,40,Good,
11.0,32.0,0.15,4.1,2.4,0.8,39,Xingang,2024-05-30 16:00,49,Good,7.0
13.0,30.5,0.14,2.7,1.8,0.8,38,Lunbei,2024-05-30 16:00,48,Good,8.0
20.0,29.0,0.17,4.4,1.5,1.4,37,Douliu,2024-05-30 16:00,51,Moderate,4.0
32.0,54.3,0.22,7.6,1.2,0.8,36,Nantou,2024-05-30 16:00,64,Moderate,16.0
34.0,52.2,0.15,1.8,1.6,1.1,35,Erlin,2024-05-30 16:00,64,Moderate,16.0
39.0,54.6,0.23,1.5,1.7,1.0,34,Xianxi,2024-05-30 16:00,54,Moderate,14.0
47.0,58.3,0.18,7.2,1.9,1.3,33,Changhua,2024-05-30 16:00,80,Moderate,12.0
43.0,56.5,0.32,10.4,1.3,3.8,32,Xitun,2024-05-30 16:00,74,Moderate,21.0
42.0,50.4,0.37,13.7,1.7,3.8,31,Zhongming,2024-05-30 16:00,44,Good,14.0
42.0,60.7,0.28,10.5,0.5,3.0,30,Dali,2024-05-30 16:00,87,Moderate,21.0
48.0,52.4,0.35,7.7,0.5,2.8,29,Shalu,2024-05-30 16:00,67,Moderate,19.0
47.0,60.9,0.23,6.3,0.9,1.4,28,Fengyuan,2024-05-30 16:00,77,Moderate,20.0
36.0,52.9,0.21,5.9,1.5,1.7,27,Sanyi,2024-05-30 16:00,50,Good,16.0
19.0,57.7,0.17,3.7,1.2,1.4,26,Miaoli,2024-05-30 16:00,61,Moderate,17.0
24.0,45.9,0.18,2.0,1.8,1.3,25,Toufen,2024-05-30 16:00,50,Good,10.0
17.0,40.1,0.24,6.3,1.3,0.6,24,Hsinchu,2024-05-30 16:00,45,Good,15.0
24.0,51.1,0.23,8.1,0.6,0.5,23,Zhudong,2024-05-30 16:00,60,Moderate,17.0
17.0,48.2,0.18,2.6,0.6,,22,Hukou,2024-05-30 16:00,54,Moderate,13.0
26.0,49.8,0.28,13.2,0.2,1.6,21,Longtan,2024-05-30 16:00,48,Good,16.0
,,,,,,20,Pingzhen,2024-05-30 16:00,38,Good,10.0
,,,,,,19,Guanyin,2024-05-30 16:00,41,Good,9.0
,,,,,,18,Dayuan,2024-05-30 16:00,36,Good,9.0
,,,,,,17,Taoyuan,2024-05-30 16:00,43,Good,9.0
,,,,,,16,Datong,2024-05-30 16:00,40,Good,8.0
,,,,,,15,Songshan,2024-05-30 16:00,31,Good,10.0
,,,,,,14,Guting,2024-05-30 16:00,34,Good,10.0
,,,,,,13,Wanhua,2024-05-30 16:00,35,Good,13.0
,,,,,,12,Zhongshan,2024-05-30 16:00,31,Good,7.0
,,,,,,11,Shilin,2024-05-30 16:00,34,Good,7.0
,,,,,,10,Tamsui,2024-05-30 16:00,38,Good,9.0
,,,,,,9,Linkou,2024-05-30 16:00,36,Good,5.0
,,,,,,8,Cailiao,2024-05-30 16:00,36,Good,6.0
,,,,,,7,Xinzhuang,2024-05-30 16:00,40,Good,11.0
,,,,,,6,Banqiao,2024-05-30 16:00,38,Good,11.0
,,,,,,5,Tucheng,2024-05-30 16:00,48,Good,13.0
,,,,,,4,Xindian,2024-05-30 16:00,42,Good,10.0
,,,,,,3,Wanli,2024-05-30 16:00,46,Good,8.0
,,,,,,2,Xizhi,2024-05-30 16:00,36,Good,15.0
,,,,,,1,Keelung,2024-05-30 16:00,29,Good,3.0
