siteid,datacreationdate,aqi,status,pm2.5,no2,so2,o3,co,pm10,no
56,2024-05-27 01:00,25,Good,5,13.8,0.5,0.2,0.43,20,4.5
54,2024-05-27 01:00,35,Good,7,14.2,1.7,0,0.54,29,8.3
53,2024-05-27 01:00,22,Good,3,13,2.1,,0.4,21,19.7
52,2024-05-27 01:00,28,Good,8,6.8,0.4,4.3,0.2,28,1.9
51,2024-05-27 01:00,27,Good,5,7.8,0.8,2.6,0.17,16,1.2
50,2024-05-27 01:00,34,Good,8,10.7,1.2,3,0.28,18,1.3
49,2024-05-27 01:00,26,Good,7,13.4,0.6,1.2,0.39,23,6.9
48,2024-05-27 01:00,22,Good,4,7.7,2.4,1.1,0.17,14,2.3
47,2024-05-27 01:00,16,Good,2,4.3,0.3,4.2,0.13,,0.6
46,2024-05-27 01:00,44,Good,7,10,0.3,4.9,0.21,23,1.4
45,2024-05-27 01:00,51,Moderate,6,10.2,0.8,0.6,0.29,26,4.3
44,2024-05-27 01:00,38,Good,5,4.7,0.7,1.4,0.12,23,2.2
43,2024-05-27 01:00,47,Good,3,6.5,0.1,2.4,0.2,31,1.6
42,2024-05-27 01:00,42,Good,7,9.6,1.1,2.3,0.24,24,2.6
41,2024-05-27 01:00,46,Good,15,8.1,1.2,11.2,0.22,30,0.8
40,2024-05-27 01:00,67,Moderate,24,13.7,0.7,,0.4,43,3.4
39,2024-05-27 01:00,73,Moderate,27,11.2,1,4,0.38,54,2.3
38,2024-05-27 01:00,62,Moderate,19,7.7,0.6,1.3,0.27,51,1.7
37,2024-05-27 01:00,78,Moderate,23,11.3,1.4,6.8,0.34,40,1
36,2024-05-27 01:00,76,Moderate,26,6.2,0.5,6.8,0.29,43,0.4
35,2024-05-27 01:00,62,Moderate,22,7.2,0,7.5,0.2,34,0.5
34,2024-05-27 01:00,45,Good,15,10.1,1,14.5,0.24,31,1.5
33,2024-05-27 01:00,43,Good,16,10.2,1,15.1,0.23,28,0.8
32,2024-05-27 01:00,58,Moderate,16,18.4,1,4,0.33,26,3.4
31,2024-05-27 01:00,54,Moderate,11,14,1.6,10.4,0.35,20,1.1
30,2024-05-27 01:00,65,Moderate,24,13.5,1,7.3,0.35,29,0.5
29,2024-05-27 01:00,61,Moderate,23,20.4,1.2,6,0.42,25,1.8
28,2024-05-27 01:00,76,Moderate,23,8.1,1.5,7.6,0.31,29,1.3
27,2024-05-27 01:00,72,Moderate,28,9,1.1,11.1,0.38,41,1.8
26,2024-05-27 01:00,58,Moderate,16,10.3,1,6.1,0.23,22,1.2
25,2024-05-27 01:00,52,Moderate,18,8.4,1,12,0.23,26,1
24,2024-05-27 01:00,38,Good,16,23.5,0.2,5.9,0.4,26,0.4
23,2024-05-27 01:00,57,Moderate,22,5.6,1,9.6,0.23,29,0.9
22,2024-05-27 01:00,61,Moderate,19,15.6,1.5,8.7,0.31,22,1.6
21,2024-05-27 01:00,56,Moderate,16,13.8,1.1,14.5,0.33,34,0.6
20,2024-05-27 01:00,52,Moderate,18,20.4,0.4,12.9,0.42,38,1.3
19,2024-05-27 01:00,60,Moderate,23,9.5,0.9,19.7,0.25,27,1.1
18,2024-05-27 01:00,57,Moderate,21,10.5,1.3,21.6,0.32,34,0.9
17,2024-05-27 01:00,48,Good,15,21.2,1.4,8.2,0.52,25,0.7
16,2024-05-27 01:00,51,Moderate,11,18.6,0.8,2.2,1.19,23,21
15,2024-05-27 01:00,45,Good,14,14.4,1.3,3.8,0.38,23,3.2
14,2024-05-27 01:00,30,Good,4,10.9,1.1,5.2,0.29,29,1.4
13,2024-05-27 01:00,36,Good,10,18.3,0.4,3.8,0.46,19,3.9
12,2024-05-27 01:00,37,Good,12,21.6,0.6,1.1,0.55,25,3.8
11,2024-05-27 01:00,43,Good,7,15.6,0.6,5,0.38,30,0.7
10,2024-05-27 01:00,44,Good,14,17,0.4,8.4,0.47,23,1.5
9,2024-05-27 01:00,52,Moderate,21,20.8,1,11.8,0.51,21,2.9
8,2024-05-27 01:00,37,Good,9,22.2,0.7,1.6,0.62,16,6
7,2024-05-27 01:00,40,Good,12,17.6,0.8,1.9,0.57,26,1.5
6,2024-05-27 01:00,29,Good,8,14.2,1,5.4,0.39,23,1.6
5,2024-05-27 01:00,43,Good,12,14.8,0.8,1,0.41,31,3.8
4,2024-05-27 01:00,34,Good,8,7.4,0.6,10,0.21,35,0.9
3,2024-05-27 01:00,25,Good,6,1.6,1,10.6,0.15,11,0.6
2,2024-05-27 01:00,35,Good,8,12.3,0.5,1,0.36,22,7.3
1,2024-05-27 01:00,27,Good,6,8.2,0.9,3.2,0.3,28,1.9
313,2024-05-27 00:00,13,Good,2,2,0.1,13.7,0.06,4,0.7
312,2024-05-27 00:00,46,Good,17,10.8,0.5,8.2,0.27,33,2.1
311,2024-05-27 00:00,43,Good,13,11.9,0.5,5.1,0.29,24,1.5
204,2024-05-27 00:00,33,Good,10,6.3,0.4,4.8,0.16,20,1
203,2024-05-27 00:00,53,Moderate,6,6.3,0,0.6,0.27,21,3.7
202,2024-05-27 00:00,27,Good,6,5.7,0,2.9,0.16,18,2.5
201,2024-05-27 00:00,68,Moderate,20,15.5,2,5.1,0.41,36,1.6
85,2024-05-27 00:00,38,Good,15,6.3,1.3,12.6,0.17,23,0.9
84,2024-05-27 00:00,40,Good,5,1.3,1.4,31.2,0.14,21,0
83,2024-05-27 00:00,47,Good,15,7.8,1.1,5.8,0.31,23,1.7
80,2024-05-27 00:00,16,Good,7,2.1,0,6.5,0.09,20,0.6
78,2024-05-27 00:00,24,Good,12,11.3,1.2,16.6,0.28,15,0.9
77,2024-05-27 00:00,15,Good,3,7.3,0.4,9,0.17,4,0.6
75,2024-05-27 00:00,33,Good,8,4.6,0.5,27.8,0.17,16,0.4
72,2024-05-27 00:00,74,Moderate,23,6.9,1,8.6,0.32,42,0.8
71,2024-05-27 00:00,31,Good,7,18.3,1.1,0,0.65,21,13.9
70,2024-05-27 00:00,34,Good,7,14.6,1,4,0.6,18,6
69,2024-05-27 00:00,80,Moderate,24,6,0.8,6.2,0.25,42,1.1
68,2024-05-27 00:00,57,Moderate,18,22.8,1.7,8,0.78,25,6.9
67,2024-05-27 00:00,47,Good,16,28.4,0.4,0.5,1.03,25,36.3
66,2024-05-27 00:00,20,Good,5,5.1,0.1,4.7,0.2,21,1
65,2024-05-27 00:00,18,Good,6,3.9,0.6,9.2,0.2,11,1
64,2024-05-27 00:00,23,Good,5,1,0.8,26.2,0.16,13,0.8
63,2024-05-27 00:00,30,Good,8,2.5,0.9,15.3,0.14,13,0.5
62,2024-05-27 00:00,13,Good,2,2.9,0,7.4,0.12,15,0.6
61,2024-05-27 00:00,15,Good,3,0.7,0.4,16.7,0.06,13,0.7
60,2024-05-27 00:00,43,Good,10,6.5,0.8,0.5,0.19,25,2.6
59,2024-05-27 00:00,27,Good,7,6.3,0,5.8,0.17,21,0.8
58,2024-05-27 00:00,43,Good,12,17.1,1.3,0.6,0.35,20,5.9
57,2024-05-27 00:00,36,Good,8,17.8,1.5,0.3,0.95,25,21.8
56,2024-05-27 00:00,31,Good,6,11.8,0.5,2.4,0.35,20,1.7
54,2024-05-27 00:00,41,Good,9,13.2,1.5,0,0.45,24,3.6
53,2024-05-27 00:00,24,Good,4,11.9,2,0.7,0.34,22,8.4
52,2024-05-27 00:00,27,Good,5,5.9,0.5,6.8,0.18,21,1.9
51,2024-05-27 00:00,27,Good,5,8.3,1.3,3.5,0.16,19,0.9
50,2024-05-27 00:00,36,Good,10,13.1,1.5,2.3,0.35,21,1.5
49,2024-05-27 00:00,29,Good,7,15,0.9,0.8,0.38,14,7.3
48,2024-05-27 00:00,24,Good,4,6,0.7,3.9,0.15,17,0.9
47,2024-05-27 00:00,18,Good,4,4.7,0.4,3.8,0.14,22,0.6
46,2024-05-27 00:00,54,Moderate,8,10.4,0.2,4,0.25,21,1.8
45,2024-05-27 00:00,62,Moderate,11,9.9,0.8,1.2,0.28,26,2.8
44,2024-05-27 00:00,45,Good,8,4.2,1,2.1,0.12,21,1.3
43,2024-05-27 00:00,55,Moderate,11,8.4,0.3,6.4,0.29,32,1.4
42,2024-05-27 00:00,49,Good,11,10.2,1,1.7,0.34,27,1.2
41,2024-05-27 00:00,47,Good,14,8.8,1.1,9.1,0.23,33,0.8
40,2024-05-27 00:00,66,Moderate,28,14.9,1.1,1,0.4,32,2
39,2024-05-27 00:00,74,Moderate,25,12.3,1,5.2,0.35,43,1.7
38,2024-05-27 00:00,64,Moderate,17,6.9,0.6,4,0.27,34,1.3
37,2024-05-27 00:00,80,Moderate,26,12.1,1.4,11.2,0.33,55,0.8
36,2024-05-27 00:00,74,Moderate,25,9.6,0.6,7.1,0.3,42,0.8
35,2024-05-27 00:00,62,Moderate,20,6.7,0,8.4,0.18,33,0.1
34,2024-05-27 00:00,46,Good,19,9.1,1,18.7,0.21,26,1.9
33,2024-05-27 00:00,43,Good,11,12.7,0.9,10.7,0.27,17,0.7
32,2024-05-27 00:00,61,Moderate,17,21.6,1,1.4,0.41,26,4.4
31,2024-05-27 00:00,58,Moderate,17,17.9,1.5,8.7,0.37,21,1.4
30,2024-05-27 00:00,62,Moderate,24,15.2,1.1,7.8,0.33,26,0.8
29,2024-05-27 00:00,61,Moderate,18,19.8,1.1,6.8,0.45,25,1.1
28,2024-05-27 00:00,75,Moderate,22,9.8,0.8,7.5,0.34,33,1.4
27,2024-05-27 00:00,67,Moderate,28,8.3,1,14.2,0.32,34,1.6
26,2024-05-27 00:00,56,Moderate,23,7.1,1.1,15.9,0.2,26,1.1
25,2024-05-27 00:00,51,Moderate,13,10.2,1.5,12.9,0.26,23,1
24,2024-05-27 00:00,36,Good,15,15.1,0.3,18,0.32,21,0.4
23,2024-05-27 00:00,55,Moderate,16,5.9,0.7,12.2,0.23,21,0.9
22,2024-05-27 00:00,63,Moderate,20,16,1.6,10.7,0.33,25,1.6
21,2024-05-27 00:00,60,Moderate,20,13.5,1.2,14.2,0.37,26,0.2
20,2024-05-27 00:00,52,Moderate,21,21.9,0.5,9.6,0.43,35,1.3
19,2024-05-27 00:00,55,Moderate,23,9.2,0.7,25.2,0.26,31,1
18,2024-05-27 00:00,54,Moderate,26,16.7,2.5,24.1,0.35,41,1.1
17,2024-05-27 00:00,48,Good,16,17.7,1.8,16.1,0.52,19,0.6
16,2024-05-27 00:00,55,Moderate,17,22.6,0.9,2.2,0.92,18,12.2
15,2024-05-27 00:00,44,Good,13,15.7,1.4,2.1,0.43,27,5.3
14,2024-05-27 00:00,34,Good,6,11.5,1,3.7,0.33,14,1.6
13,2024-05-27 00:00,37,Good,11,20.4,0.4,1.5,0.58,18,6.8
12,2024-05-27 00:00,37,Good,11,22.3,0.8,3.5,0.58,26,2.9
11,2024-05-27 00:00,48,Good,17,16.5,0.6,7.6,0.43,23,0.9
10,2024-05-27 00:00,44,Good,16,20.6,0.9,7.4,0.65,28,1.7
9,2024-05-27 00:00,49,Good,18,19.7,0.7,10.7,0.53,24,1.5
8,2024-05-27 00:00,40,Good,11,24.2,0.7,0.1,0.63,19,5.2
7,2024-05-27 00:00,43,Good,14,12.4,0.5,6.5,0.45,19,1.4
6,2024-05-27 00:00,29,Good,7,14.4,0.9,6.2,0.4,16,2.3
5,2024-05-27 00:00,45,Good,11,14.9,1,1.7,0.42,29,3.4
4,2024-05-27 00:00,35,Good,11,13,0.8,4.9,0.29,23,1.4
3,2024-05-27 00:00,28,Good,6,1.8,1,12.6,0.16,18,0.5
2,2024-05-27 00:00,36,Good,9,12.3,0.5,2,0.31,28,4.5
1,2024-05-27 00:00,29,Good,10,9,0.9,2.4,0.34,26,3.2
313,2024-05-26 23:00,19,Good,0,2,0.2,13.6,0.07,7,0.6
312,2024-05-26 23:00,43,Good,16,11.1,0.5,13.7,0.26,19,2.6
311,2024-05-26 23:00,45,Good,10,8.4,0.4,8.4,0.27,31,1.6
204,2024-05-26 23:00,34,Good,4,2.6,0.4,9,0.09,9,0.7
203,2024-05-26 23:00,60,Moderate,9,5.7,,2,0.25,21,2.8
202,2024-05-26 23:00,29,Good,6,6,0.2,2.2,0.17,17,2.2
201,2024-05-26 23:00,70,Moderate,19,14.7,2.1,7.7,0.42,38,1
85,2024-05-26 23:00,41,Good,12,7.8,0.9,12.4,0.16,33,1.1
84,2024-05-26 23:00,44,Good,6,1.4,0.6,31.5,0.14,26,0
83,2024-05-26 23:00,48,Good,10,6.7,1.2,13.9,0.27,21,0.6
80,2024-05-26 23:00,15,Good,8,2.4,0.1,6.7,0.1,22,0.6
78,2024-05-26 23:00,22,Good,12,10,1,17.4,0.31,15,0.8
77,2024-05-26 23:00,17,Good,4,8.1,0.6,8.8,0.19,5,1
75,2024-05-26 23:00,33,Good,11,4.4,0.6,30.1,0.19,17,0.4
72,2024-05-26 23:00,75,Moderate,31,7.3,0.9,14.1,0.34,43,0.8
71,2024-05-26 23:00,35,Good,10,21.1,1,0,0.87,17,16
70,2024-05-26 23:00,38,Good,10,13.9,1.1,6.1,0.48,18,3.2
69,2024-05-26 23:00,84,Moderate,22,6.9,0.7,5,0.26,40,1
68,2024-05-26 23:00,57,Moderate,17,24.4,1.9,7.1,1.04,24,16.2
67,2024-05-26 23:00,43,Good,12,24.8,0.2,1.3,1.05,26,33
66,2024-05-26 23:00,18,Good,6,4.5,0.1,7,0.19,22,0.7
65,2024-05-26 23:00,18,Good,6,3.5,0.4,13.3,0.13,16,0.8
64,2024-05-26 23:00,23,Good,6,0.8,0.7,20.1,0.14,7,0.7
63,2024-05-26 23:00,33,Good,9,1.4,0.8,18.1,0.11,13,0.5
62,2024-05-26 23:00,13,Good,2,5.4,0,5.2,0.15,18,1.3
61,2024-05-26 23:00,16,Good,4,0.5,0.3,16.7,0.06,7,0.6
60,2024-05-26 23:00,45,Good,12,7.2,0.9,1.4,0.19,24,2.2
59,2024-05-26 23:00,30,Good,5,5.9,0,7.3,0.16,15,1.1
58,2024-05-26 23:00,44,Good,12,18,1.8,0.2,0.44,21,10.2
57,2024-05-26 23:00,40,Good,11,19.2,1.5,0.1,0.83,22,13.8
56,2024-05-26 23:00,36,Good,5,12.6,0.5,3.3,0.32,20,2.4
54,2024-05-26 23:00,43,Good,9,10.8,1.5,2.1,0.29,22,1.8
53,2024-05-26 23:00,29,Good,4,8.5,1.7,2.9,0.2,19,1.4
52,2024-05-26 23:00,30,Good,5,6.8,0.6,6,0.19,20,1.9
51,2024-05-26 23:00,30,Good,9,9.1,2.1,3.4,0.17,18,1.5
50,2024-05-26 23:00,39,Good,11,13.7,1.5,2,0.42,22,2.3
49,2024-05-26 23:00,31,Good,5,14.8,1,0.6,0.35,16,8.4
48,2024-05-26 23:00,28,Good,4,7,0.7,3.6,0.16,15,1.6
47,2024-05-26 23:00,19,Good,5,3.9,0.5,6.1,0.13,16,0.6
46,2024-05-26 23:00,61,Moderate,13,12,0.3,1.7,0.34,27,3.4
45,2024-05-26 23:00,69,Moderate,13,10,0.7,1.7,0.26,29,2.3
44,2024-05-26 23:00,53,Moderate,10,5.3,2,3.5,0.11,16,1.4
43,2024-05-26 23:00,59,Moderate,12,7.8,0.3,5.6,0.3,31,1.5
42,2024-05-26 23:00,54,Moderate,8,6,0.9,5.5,0.2,23,0.4
41,2024-05-26 23:00,46,Good,16,8.4,1,10.3,0.24,36,0.9
40,2024-05-26 23:00,63,Moderate,22,15.5,1.2,3.1,0.44,34,1.6
39,2024-05-26 23:00,73,Moderate,26,14.9,1.4,5.9,0.4,40,1.5
38,2024-05-26 23:00,66,Moderate,20,5.1,0.7,7.1,0.26,29,1.1
37,2024-05-26 23:00,80,Moderate,34,11.8,1.4,10.2,0.39,49,1.2
36,2024-05-26 23:00,72,Moderate,26,12.3,0.7,6.8,0.33,45,0.7
35,2024-05-26 23:00,65,Moderate,19,6.9,0,11.2,0.17,32,0.5
34,2024-05-26 23:00,44,Good,13,9.8,1.4,20,0.19,20,1.9
33,2024-05-26 23:00,47,Good,11,14.2,0.8,8,0.3,18,0.8
32,2024-05-26 23:00,61,Moderate,16,18.7,1.1,6.6,0.35,28,1.1
31,2024-05-26 23:00,58,Moderate,16,18.9,1.9,10.2,0.41,23,1.5
30,2024-05-26 23:00,59,Moderate,18,17.4,1.2,6.6,0.4,22,1.4
29,2024-05-26 23:00,63,Moderate,18,16.4,1.2,13.4,0.38,25,0.7
28,2024-05-26 23:00,74,Moderate,28,11.2,1.1,6.7,0.35,37,1.8
27,2024-05-26 23:00,64,Moderate,20,5.3,1,10.1,0.28,29,1.7
26,2024-05-26 23:00,51,Moderate,23,9.7,1.4,20.2,0.18,21,1
25,2024-05-26 23:00,51,Moderate,20,13.9,1.6,13,0.29,31,1.3
24,2024-05-26 23:00,37,Good,11,22.3,0.6,9,0.5,21,0.7
23,2024-05-26 23:00,56,Moderate,22,8.7,1,14.1,0.27,27,0.8
22,2024-05-26 23:00,62,Moderate,19,16.6,0.9,7.7,0.35,25,1.7
21,2024-05-26 23:00,60,Moderate,20,16.5,1.3,16.6,0.37,21,0.3
20,2024-05-26 23:00,49,Good,9,15.6,0.6,19,0.39,20,1
19,2024-05-26 23:00,50,Good,23,9.8,1.2,29.3,0.26,31,0.8
18,2024-05-26 23:00,49,Good,22,26,2,18.2,0.38,37,1.2
17,2024-05-26 23:00,48,Good,17,19.6,2.8,12.6,0.57,24,1
16,2024-05-26 23:00,56,Moderate,16,23.6,1.1,1.3,0.83,35,24.6
15,2024-05-26 23:00,44,Good,16,18.3,1.5,2.7,0.43,19,5.7
14,2024-05-26 23:00,37,Good,9,12,1.1,3.9,0.32,16,2.4
13,2024-05-26 23:00,41,Good,10,19.5,0.5,2.7,0.48,25,5.6
12,2024-05-26 23:00,38,Good,12,23.9,0.7,0.5,0.63,23,9.1
11,2024-05-26 23:00,50,Good,16,17,0.5,9.6,0.41,14,0.7
10,2024-05-26 23:00,43,Good,15,17.9,0.8,12.9,0.53,25,0.7
9,2024-05-26 23:00,48,Good,16,24.3,0.9,11.4,0.58,20,2.9
8,2024-05-26 23:00,38,Good,10,23.8,0.8,1.4,0.65,26,4.3
7,2024-05-26 23:00,42,Good,12,19.2,0.6,5.1,0.55,19,3.3
6,2024-05-26 23:00,32,Good,7,19.2,0.9,6,0.5,18,4.2
5,2024-05-26 23:00,47,Good,12,17,1,3.9,0.42,25,4.5
4,2024-05-26 23:00,35,Good,9,9.4,0.8,10,0.25,21,1.3
3,2024-05-26 23:00,32,Good,4,2.2,1,12.8,0.16,13,0.7
2,2024-05-26 23:00,37,Good,10,11.8,0.5,4.1,0.32,28,3.7
1,2024-05-26 23:00,29,Good,5,9.2,0.8,3.3,0.34,23,2.4
313,2024-05-26 22:00,25,Good,0,2.3,0.2,11.7,0.07,8,0.7
312,2024-05-26 22:00,39,Good,12,10.2,0.5,17.3,0.24,18,3.3
311,2024-05-26 22:00,50,Good,11,6.9,0.5,11.4,0.22,21,0.9
204,2024-05-26 22:00,39,Good,3,1.2,0.4,12.4,0.04,10,0.7
203,2024-05-26 22:00,67,Moderate,21,9.7,0,3.6,0.37,28,3
202,2024-05-26 22:00,33,Good,6,6.2,0,3.6,0.18,15,1.8
201,2024-05-26 22:00,73,Moderate,24,13.6,2.3,12.1,0.41,31,1.6
85,2024-05-26 22:00,44,Good,16,7.3,1,17.5,0.12,27,0.9
84,2024-05-26 22:00,48,Good,7,1.3,0.1,41.2,0.16,22,0
83,2024-05-26 22:00,53,Moderate,19,6.7,1.4,14,0.27,32,0.7
80,2024-05-26 22:00,14,Good,2,2.4,0,10.4,0.11,15,0.4
78,2024-05-26 22:00,18,Good,5,11.6,1.1,15.2,0.3,16,1.2
77,2024-05-26 22:00,19,Good,3,7.1,0.4,11.4,0.19,6,0.6
75,2024-05-26 22:00,32,Good,13,3.2,0.5,33.8,0.18,16,0.4
72,2024-05-26 22:00,72,Moderate,28,8.3,0.9,15.8,0.35,43,0.9
71,2024-05-26 22:00,35,Good,11,21.3,1.1,0,0.7,21,10.1
70,2024-05-26 22:00,38,Good,8,16.4,0.9,6.4,0.5,19,2.7
69,2024-05-26 22:00,88,Moderate,29,8,0.8,7.2,0.29,43,0.9
68,2024-05-26 22:00,57,Moderate,17,28.3,1.8,14,1.18,30,14.3
67,2024-05-26 22:00,43,Good,12,25.3,0.2,4.9,0.87,22,14.5
66,2024-05-26 22:00,19,Good,7,5.9,0.1,5.2,0.22,18,0.8
65,2024-05-26 22:00,18,Good,8,5.2,0.5,10.7,0.15,9,0.8
64,2024-05-26 22:00,26,Good,4,0.6,0.9,22.1,0.13,7,0.8
63,2024-05-26 22:00,34,Good,11,1.3,0.6,17.4,0.11,17,0.5
62,2024-05-26 22:00,12,Good,1,5.4,0.2,8.4,0.2,16,1.1
61,2024-05-26 22:00,16,Good,4,0.8,0.2,16.1,0.06,5,0.6
60,2024-05-26 22:00,47,Good,13,8.3,1.1,1.7,0.23,29,1.9
59,2024-05-26 22:00,34,Good,7,7,0,6.6,0.18,15,1.4
58,2024-05-26 22:00,44,Good,11,15.9,3.7,2.8,0.48,18,6
57,2024-05-26 22:00,40,Good,15,21.3,1.6,0,0.65,18,10.5
56,2024-05-26 22:00,37,Good,8,13.3,0.6,2.8,0.35,18,2.5
54,2024-05-26 22:00,44,Good,10,13.1,1.6,2.2,0.3,18,3.3
53,2024-05-26 22:00,34,Good,7,7.7,1.7,4,0.19,18,1.6
52,2024-05-26 22:00,34,Good,6,2.6,0.6,10.4,0.14,15,1.7
51,2024-05-26 22:00,31,Good,7,10.8,3.4,2.9,0.17,28,3.6
50,2024-05-26 22:00,38,Good,12,14.5,2.2,1.1,0.38,23,4.7
49,2024-05-26 22:00,34,Good,9,14,0.6,1,0.33,12,4.6
48,2024-05-26 22:00,33,Good,5,8.2,0.6,2.4,0.17,18,2.1
47,2024-05-26 22:00,20,Good,5,3.5,0.6,7.4,0.13,12,0.6
46,2024-05-26 22:00,63,Moderate,19,19,1,1,0.44,33,4
45,2024-05-26 22:00,71,Moderate,23,14.2,1,4.2,0.35,36,1.9
44,2024-05-26 22:00,58,Moderate,9,7.9,2.2,1.5,0.17,21,2.2
43,2024-05-26 22:00,64,Moderate,21,7.9,0.3,5.5,0.29,40,1.2
42,2024-05-26 22:00,62,Moderate,7,6.5,1,6.3,0.18,29,0.3
41,2024-05-26 22:00,51,Moderate,19,8.3,1,10,0.24,38,0.8
40,2024-05-26 22:00,63,Moderate,22,12.6,1.1,7.5,0.35,35,1.6
39,2024-05-26 22:00,72,Moderate,28,14.4,0.9,9.6,0.4,44,1.3
38,2024-05-26 22:00,67,Moderate,24,5.5,0.8,9.9,0.25,28,1
37,2024-05-26 22:00,76,Moderate,29,11.3,1.4,12.3,0.39,48,1
36,2024-05-26 22:00,69,Moderate,30,14.8,0.9,5,0.37,45,1.1
35,2024-05-26 22:00,68,Moderate,19,6.7,0.2,12.8,0.17,25,0.3
34,2024-05-26 22:00,44,Good,11,9.4,1.8,18.5,0.19,17,1.4
33,2024-05-26 22:00,49,Good,11,14.1,1,11.3,0.3,14,0.8
32,2024-05-26 22:00,61,Moderate,18,13.5,1.3,14.1,0.29,26,1.1
31,2024-05-26 22:00,56,Moderate,15,18.7,2,12.2,0.38,28,1.2
30,2024-05-26 22:00,58,Moderate,18,16.7,1.2,8.2,0.35,25,1.3
29,2024-05-26 22:00,62,Moderate,15,12.6,1.2,17.2,0.34,26,0.5
28,2024-05-26 22:00,73,Moderate,28,12.6,1.3,5.7,0.33,35,1.9
27,2024-05-26 22:00,65,Moderate,17,3.7,1,22,0.21,27,1.3
26,2024-05-26 22:00,44,Good,21,10.5,1.6,22.2,0.21,19,0.9
25,2024-05-26 22:00,46,Good,17,12.4,1.4,17.8,0.28,26,1
24,2024-05-26 22:00,35,Good,10,16,0.5,22.7,0.39,18,0.4
23,2024-05-26 22:00,54,Moderate,16,9.2,0.7,16.4,0.25,35,0.9
22,2024-05-26 22:00,61,Moderate,22,14.2,1.1,12.9,0.33,26,1.6
21,2024-05-26 22:00,58,Moderate,22,17.7,1.6,20.4,0.42,34,0.5
20,2024-05-26 22:00,52,Moderate,22,12.4,0.8,33,0.38,33,0.8
19,2024-05-26 22:00,44,Good,21,9.4,1.2,32.9,0.22,46,0.9
18,2024-05-26 22:00,44,Good,10,10.2,1.6,35.7,0.28,31,0.8
17,2024-05-26 22:00,47,Good,16,22.6,3.2,9.1,0.66,24,1.6
16,2024-05-26 22:00,58,Moderate,18,26.6,1.3,1.6,1.85,29,63.1
15,2024-05-26 22:00,42,Good,11,19.5,1.4,5.7,0.45,23,4.5
14,2024-05-26 22:00,36,Good,12,14.8,1,6,0.34,15,1.9
13,2024-05-26 22:00,42,Good,11,22.4,0.4,4.9,0.55,23,4.7
12,2024-05-26 22:00,38,Good,10,23.3,0.4,5.3,0.53,23,2.5
11,2024-05-26 22:00,47,Good,14,16.2,0.4,11.7,0.4,23,0.7
10,2024-05-26 22:00,42,Good,15,13.3,0.3,25.6,0.44,31,0.5
9,2024-05-26 22:00,47,Good,18,22.2,1.6,17.8,0.58,21,4
8,2024-05-26 22:00,40,Good,10,24.7,0.8,6,0.66,19,2.6
7,2024-05-26 22:00,42,Good,11,21.3,0.6,4.3,0.68,18,1.8
6,2024-05-26 22:00,42,Good,9,25.6,1.1,4.7,0.69,18,5.4
5,2024-05-26 22:00,50,Good,11,14.7,1.2,3.9,0.44,25,2.9
4,2024-05-26 22:00,37,Good,9,11.9,0.8,8.9,0.32,22,2
3,2024-05-26 22:00,39,Good,6,3,1.1,10.9,0.18,14,1
2,2024-05-26 22:00,38,Good,12,15,0.5,3.3,0.33,28,4
1,2024-05-26 22:00,34,Good,4,11.1,1.1,4.4,0.37,29,2.9